flavor,mass_GeV,boundary,baseline_u2,baseline_open,item,classification,scenario_low_shift_pct,scenario_high_shift_pct,low_boundary_exists,high_boundary_exists,note
Ue,1.075,lower,2.5540399365326945e-08,False,missing_tau_multihadron_modes,proxy/reweight estimate,-0.003065402558921626,-0.015322544337703636,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Ue,1.075,upper,0.007985396258769168,False,missing_tau_multihadron_modes,proxy/reweight estimate,0.0002662206044501403,0.0013310074267636196,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Ue,1.075,lower,2.5540399365326945e-08,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,-4.4062095398475165,-14.65270219940723,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Ue,1.075,upper,0.007985396258769168,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,1.0571767905531715e-07,4.2287084944803155e-07,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Ue,1.075,lower,2.5540399365326945e-08,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,0.00025071217106820143,-0.00025070918021619093,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Ue,1.075,upper,0.007985396258769168,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,-2.0447357368991614,1.9813530824099645,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Ue,1.075,lower,2.5540399365326945e-08,False,induced_tau_branching_inputs,literature-informed range,0.009178174134238937,-0.009174168887227108,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Ue,1.075,upper,0.007985396258769168,False,induced_tau_branching_inputs,literature-informed range,-1.3289369604763124e-11,1.3211653993039363e-11,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Ue,1.075,lower,2.5540399365326945e-08,False,visible_branching_fraction,literature-informed range,5.502692732786341,-4.7246083223401065,True,True,Scale all yields by 0.9-1.1.
Ue,1.075,upper,0.007985396258769168,False,visible_branching_fraction,literature-informed range,-1.6574273334902134,1.376832874414724,True,True,Scale all yields by 0.9-1.1.
Ue,1.075,lower,2.5540399365326945e-08,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,19.65544823846772,-12.322250194468731,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Ue,1.075,upper,0.007985396258769168,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,-3.1893709034388262,3.532144644543589,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Ue,1.075,lower,2.5540399365326945e-08,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,-6.378687578134645e-08,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=4.160e-05."
Ue,1.075,upper,0.007985396258769168,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,0.0006254868355703991,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=4.160e-05."
Ue,1.075,lower,2.5540399365326945e-08,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,1.0647700765531454e-05,-1.0647695536381008e-05,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Ue,1.075,upper,0.007985396258769168,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,-3.008369942048006e-06,3.0083688429272115e-06,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Ue,1.075,lower,2.5540399365326945e-08,False,integrated_luminosity,"direct normalization, assumed 1.5%",0.8140338259024826,-0.7836887505198731,True,True,HL-LHC luminosity calibration scenario.
Ue,1.075,upper,0.007985396258769168,False,integrated_luminosity,"direct normalization, assumed 1.5%",-0.22880151034543328,0.22254056118302667,True,True,HL-LHC luminosity calibration scenario.
Ue,1.075,lower,2.5540399365326945e-08,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,41.32308036573824,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Ue,1.075,upper,0.007985396258769168,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,-5.734602184002036,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Ue,1.075,lower,2.5540399365326945e-08,False,nonzero_background_threshold,direct threshold response; background unknowable,29.133147358678045,82.49578147618296,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Ue,1.075,upper,0.007985396258769168,False,nonzero_background_threshold,direct threshold response; background unknowable,-4.258130910279756,-11.416279441046061,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Ue,1.075,lower,2.5540399365326945e-08,False,production_mc_statistical,directly calculable now,4.910598364657437,-4.249988488801126,True,True,Approximate 1-sigma accepted-yield error=8.882%.
Ue,1.075,upper,0.007985396258769168,False,production_mc_statistical,directly calculable now,-1.8365146252064424,1.5729549896391637,True,True,Approximate 1-sigma accepted-yield error=11.577%.
Ue,1.075,lower,2.5540399365326945e-08,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,-1.3762446350123136,-1.3762446350123136,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Ue,1.075,upper,0.007985396258769168,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,-8.844036614163997e-11,-8.844036614163997e-11,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Ue,1.075,lower,2.5540399365326945e-08,False,hnl_lifetime_width,physics-scaling proxy,-10.557280900008415,9.544511501033215,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=1.939."
Ue,1.075,upper,0.007985396258769168,False,hnl_lifetime_width,physics-scaling proxy,-19.999999999999996,19.999999999999996,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=-8.268."
Ue,1.075,lower,2.5540399365326945e-08,False,visible_decay_topology_acceptance,unknowable; acceptance scenario,19.65544823846772,-12.322250194468731,True,True,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Ue,1.075,upper,0.007985396258769168,False,visible_decay_topology_acceptance,unknowable; acceptance scenario,-3.1893709034388262,3.532144644543589,True,True,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Ue,1.1,lower,2.1467958253744387e-08,False,fonll_charm_scale_pdf,literature-informed range,24.351973755063195,-16.314834723624017,True,True,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Ue,1.1,upper,0.0068672506539722775,False,fonll_charm_scale_pdf,literature-informed range,-9.68261024691941e-05,0.0001210121741701542,True,True,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Ue,1.1,lower,2.1467958253744387e-08,False,fonll_bottom_scale_pdf,literature-informed range,1.91737700309218,-1.7461202943862553,True,True,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Ue,1.1,upper,0.0068672506539722775,False,fonll_bottom_scale_pdf,literature-informed range,-0.12079514952779702,0.11325025857600313,True,True,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Ue,1.1,lower,2.1467958253744387e-08,False,missing_charm_baryon_channels,proxy/reweight estimate,-5.742381098862104,-16.306187988318143,True,True,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Ue,1.1,upper,0.0068672506539722775,False,missing_charm_baryon_channels,proxy/reweight estimate,3.630603639948049e-05,0.0001210121679307008,True,True,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Ue,1.1,lower,2.1467958253744387e-08,False,bc_spectrum_and_normalization,unknowable; factor scenario,0.004137182208130419,-0.008271738385445815,True,True,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Ue,1.1,upper,0.0068672506539722775,False,bc_spectrum_and_normalization,unknowable; factor scenario,-4.111888607383207e-09,8.223777214766415e-09,True,True,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Ue,1.1,lower,2.1467958253744387e-08,False,kaon_spectrum_and_normalization,unknowable; factor scenario,0.0,0.0,True,True,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Ue,1.1,upper,0.0068672506539722775,False,kaon_spectrum_and_normalization,unknowable; factor scenario,0.0,0.0,True,True,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Ue,1.1,lower,2.1467958253744387e-08,False,missing_neutral_kaon_production,unknowable; additive proxy,0.0,0.0,True,True,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Ue,1.1,upper,0.0068672506539722775,False,missing_neutral_kaon_production,unknowable; additive proxy,0.0,0.0,True,True,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Ue,1.1,lower,2.1467958253744387e-08,False,charged_kaon_parent_transport,unknowable; transport scenario,0.0,0.0,True,True,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Ue,1.1,upper,0.0068672506539722775,False,charged_kaon_parent_transport,unknowable; transport scenario,0.0,0.0,True,True,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Ue,1.1,lower,2.1467958253744387e-08,False,legacy_direct_form_factors,code-audit envelope,29.08002955074509,-16.71511819669331,True,True,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Ue,1.1,upper,0.0068672506539722775,False,legacy_direct_form_factors,code-audit envelope,-0.16298256975768588,0.16735394690678973,True,True,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Ue,1.1,lower,2.1467958253744387e-08,False,fragmentation_fraction_extrapolation,literature-informed range,8.82090546516614,-6.590036711795399,True,True,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Ue,1.1,upper,0.0068672506539722775,False,fragmentation_fraction_extrapolation,literature-informed range,-0.05944672090014702,0.05755749993701098,True,True,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Ue,1.1,lower,2.1467958253744387e-08,False,production_spin_and_residual_angles,proxy/reweight estimate,8.830200039829773,-6.5972870312715814,True,True,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Ue,1.1,upper,0.0068672506539722775,False,production_spin_and_residual_angles,proxy/reweight estimate,-0.0595282627205429,0.0576339343159038,True,True,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Ue,1.1,lower,2.1467958253744387e-08,False,missing_tau_multihadron_modes,proxy/reweight estimate,-0.002239212343357888,-0.011193497279127218,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Ue,1.1,upper,0.0068672506539722775,False,missing_tau_multihadron_modes,proxy/reweight estimate,2.630813200621418e-05,0.00013153683351418977,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Ue,1.1,lower,2.1467958253744387e-08,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,-4.075541267092975,-14.553434581802293,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Ue,1.1,upper,0.0068672506539722775,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,0.01940310860073513,0.07638356938011182,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Ue,1.1,lower,2.1467958253744387e-08,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,0.0001847243072505833,-0.00018472256103629903,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Ue,1.1,upper,0.0068672506539722775,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,-0.8649739291806458,0.9288607895525214,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Ue,1.1,lower,2.1467958253744387e-08,False,induced_tau_branching_inputs,literature-informed range,0.00670680651382316,-0.006704506228127904,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Ue,1.1,upper,0.0068672506539722775,False,induced_tau_branching_inputs,literature-informed range,-3.2751579226442118e-12,3.1752378504279477e-12,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Ue,1.1,lower,2.1467958253744387e-08,False,visible_branching_fraction,literature-informed range,5.548047318550564,-4.321695600037357,True,True,Scale all yields by 0.9-1.1.
Ue,1.1,upper,0.0068672506539722775,False,visible_branching_fraction,literature-informed range,-0.5990828308677698,0.49284329542103045,True,True,Scale all yields by 0.9-1.1.
Ue,1.1,lower,2.1467958253744387e-08,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,19.676743364533934,-12.289691952430227,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Ue,1.1,upper,0.0068672506539722775,False,hnlcalc_hadron_parton_matching,proxy/reweight estimate; overlaps other rows,-2.291045174107831,2.9661672366041003,True,True,"Apply 0.7-1.3 to total yield for 0.8-2 GeV as a proxy for HNLCalc's exclusive-hadron/inclusive-parton transition. Kept separate from the combined RSS because it overlaps lifetime, BRvis, and form-factor rows."
Ue,1.1,lower,2.1467958253744387e-08,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,-5.004885395010206e-08,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=4.356e-05."
Ue,1.1,upper,0.0068672506539722775,False,higgs_mediated_production,quantitatively dismissed; WZ-shape upper-bound proxy,0.0,0.00021853865939114314,True,True,"Upper-bound proxy using sigma(pp->h)=60 pb, Gamma_h=4.07 MeV and Gamma(h->Nnu)/U2 = mN^2 mh/(8 pi v^2). It remains below the percent level of the saved WZ normalization over 0.2-10 GeV. Proxy Higgs/WZ=4.356e-05."
Ue,1.1,lower,2.1467958253744387e-08,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,9.719298232901963e-06,-9.719293403431806e-06,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Ue,1.1,upper,0.0068672506539722775,False,csv_8_digit_serialization,quantitatively dismissed by rounding bound,-1.0815924378348996e-06,1.0815919493367687e-06,True,True,"A 10k-event test at mN=0.2, 1, and 4 GeV for all flavors found zero geometry-hit changes when degrading 8 to 6 significant digits; the largest resolved boundary shift was 0.00157%. Eight-digit effects are therefore assigned a conservative 1e-5% envelope."
Ue,1.1,lower,2.1467958253744387e-08,False,integrated_luminosity,"direct normalization, assumed 1.5%",0.7427930297022822,-0.715601859410675,True,True,HL-LHC luminosity calibration scenario.
Ue,1.1,upper,0.0068672506539722775,False,integrated_luminosity,"direct normalization, assumed 1.5%",-0.08232083053393291,0.0799525477283014,True,True,HL-LHC luminosity calibration scenario.
Ue,1.1,lower,2.1467958253744387e-08,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,41.765174269142015,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Ue,1.1,upper,0.0068672506539722775,False,detector_reconstruction_efficiency,unknowable; efficiency scenario,-5.26433135105896,0.0,True,True,Scale all yields by 0.5-1.0. Unknowable without detector simulation; shown only as a design scenario.
Ue,1.1,lower,2.1467958253744387e-08,False,nonzero_background_threshold,direct threshold response; background unknowable,29.119630756601932,83.04679456135698,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Ue,1.1,upper,0.0068672506539722775,False,nonzero_background_threshold,direct threshold response; background unknowable,-3.541090043896622,-11.596134967082715,True,True,"Recompute boundaries at 5 and 10 events instead of 3. Direct response, but the thresholds are scenarios because no background model exists."
Ue,1.1,lower,2.1467958253744387e-08,False,production_mc_statistical,directly calculable now,4.600329229588795,-3.7240461318699514,True,True,Approximate 1-sigma accepted-yield error=8.471%.
Ue,1.1,upper,0.0068672506539722775,False,production_mc_statistical,directly calculable now,-0.785447279190632,0.746041011661025,True,True,Approximate 1-sigma accepted-yield error=12.726%.
Ue,1.1,lower,2.1467958253744387e-08,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,-1.7141373971188534,-1.7141373971188534,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Ue,1.1,upper,0.0068672506539722775,False,current_code_rerun_proxy,direct code calculation; finite-MC proxy,5.753274967545963e-07,5.753274967545963e-07,True,True,Replace the saved induced-tau contribution with the current implementation and add the new Lambda_b channel. Direct code calculation with 5k-event geometry subsamples.
Ue,1.1,lower,2.1467958253744387e-08,False,hnl_lifetime_width,physics-scaling proxy,-10.557280900008415,9.544511501033215,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=2.030."
Ue,1.1,upper,0.0068672506539722775,False,hnl_lifetime_width,physics-scaling proxy,-19.999999999999996,19.999999999999996,True,True,"ctau x[0.8,1.2]; local dlnN/dlnU2=-12.495."
Ue,1.1,lower,2.1467958253744387e-08,False,visible_decay_topology_acceptance,unknowable; acceptance scenario,19.676743364533934,-12.289691952430227,True,True,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Ue,1.1,upper,0.0068672506539722775,False,visible_decay_topology_acceptance,unknowable; acceptance scenario,-2.291045174107831,2.9661672366041003,True,True,Proxy for replacing the isotropic e+e- two-body acceptance with channel-complete visible decays and HNL polarization.
Ue,1.125,lower,2.39003838898115e-08,False,fonll_charm_scale_pdf,literature-informed range,21.962870067187268,-15.682120693757406,True,True,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Ue,1.125,upper,0.005972740106309502,False,fonll_charm_scale_pdf,literature-informed range,-0.38692418361376824,0.3998827818256112,True,True,Scale D-meson production by 0.6-1.5; scale the induced-tau channel by the 57.4% charm-source fraction of the current tau pool. Literature-informed envelope pending actual seven-point/PDF grids.
Ue,1.125,lower,2.39003838898115e-08,False,fonll_bottom_scale_pdf,literature-informed range,2.717130707037274,-2.375640262762868,True,True,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Ue,1.125,upper,0.005972740106309502,False,fonll_bottom_scale_pdf,literature-informed range,-2.7910562749866585e-09,2.7910562749866585e-09,True,True,Scale B-meson production by 0.7-1.3 and the bottom-source share of induced taus. Literature-informed envelope pending actual grids.
Ue,1.125,lower,2.39003838898115e-08,False,missing_charm_baryon_channels,proxy/reweight estimate,-5.631408610545452,-15.670485295007719,True,True,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Ue,1.125,upper,0.005972740106309502,False,missing_charm_baryon_channels,proxy/reweight estimate,0.1286292140197931,0.39988278148139766,True,True,Add 15-50% of the D-meson accepted yield as a proxy for omitted Lambda_c/Xi_c HNL production. The range is not a calculation.
Ue,1.125,lower,2.39003838898115e-08,False,bc_spectrum_and_normalization,unknowable; factor scenario,0.005556070296175442,-0.011107242766961178,True,True,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Ue,1.125,upper,0.005972740106309502,False,bc_spectrum_and_normalization,unknowable; factor scenario,-1.51308482410073e-06,3.0261649408558355e-06,True,True,Scale Bc by 0.5-2.0. This is a scenario because neither its 14 TeV normalization nor its borrowed spectrum is validated.
Ue,1.125,lower,2.39003838898115e-08,False,kaon_spectrum_and_normalization,unknowable; factor scenario,0.0,0.0,True,True,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Ue,1.125,upper,0.005972740106309502,False,kaon_spectrum_and_normalization,unknowable; factor scenario,0.0,0.0,True,True,Scale K production by 0.5-2.0. This is a scenario because the current Tsallis/Gaussian spectrum and 300 mb normalization are not data-derived.
Ue,1.125,lower,2.39003838898115e-08,False,missing_neutral_kaon_production,unknowable; additive proxy,0.0,0.0,True,True,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Ue,1.125,upper,0.005972740106309502,False,missing_neutral_kaon_production,unknowable; additive proxy,0.0,0.0,True,True,"Add 5-50% of the charged-kaon accepted yield below the K0 semileptonic endpoint as a K0S/K0L production proxy. Neutral-kaon flux and transport are absent, so this is one-sided and not a calculation."
Ue,1.125,lower,2.39003838898115e-08,False,charged_kaon_parent_transport,unknowable; transport scenario,0.0,0.0,True,True,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Ue,1.125,upper,0.005972740106309502,False,charged_kaon_parent_transport,unknowable; transport scenario,0.0,0.0,True,True,Retain 10-70% of the current charged-kaon yield as a parent-flight/magnetic-bending/material-survival scenario. The present code decays every kaon at the IP and therefore cannot determine this correction.
Ue,1.125,lower,2.39003838898115e-08,False,legacy_direct_form_factors,code-audit envelope,29.07166797836771,-16.958791607183045,True,True,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Ue,1.125,upper,0.005972740106309502,False,legacy_direct_form_factors,code-audit envelope,-0.38692569310700975,0.3633924428228186,True,True,"Scale direct B/D/Bc rates by 0.6-1.45, matching the size of the code-level SM-limit normalization discrepancies found in the audited channels."
Ue,1.125,lower,2.39003838898115e-08,False,fragmentation_fraction_extrapolation,literature-informed range,8.558144458235173,-6.815377111845866,True,True,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Ue,1.125,upper,0.005972740106309502,False,fragmentation_fraction_extrapolation,literature-informed range,-0.13711753879629418,0.12862921519283255,True,True,Scale B/D channels by 0.85-1.15 for acceptance extrapolation and fraction uncertainty; this does not replace differential fragmentation inputs.
Ue,1.125,lower,2.39003838898115e-08,False,production_spin_and_residual_angles,proxy/reweight estimate,8.573607948194839,-6.824731032061814,True,True,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Ue,1.125,upper,0.005972740106309502,False,production_spin_and_residual_angles,proxy/reweight estimate,-0.13724319214135638,0.12874109575660153,True,True,"Scale all analytic hadron/tau channels by 0.85-1.15 as an acceptance proxy for omitted multidimensional correlations. Tau two-body decays use a fixed longitudinal asymmetry parameter, not an event-level true helicity model."
Ue,1.125,lower,2.39003838898115e-08,False,missing_tau_multihadron_modes,proxy/reweight estimate,-0.002875465602225624,-0.014372954974406493,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Ue,1.125,upper,0.005972740106309502,False,missing_tau_multihadron_modes,proxy/reweight estimate,3.933111731857508e-05,0.00019664953103681881,True,True,Add 5-25% to prompt and induced tau channels for omitted a1/3pi and other multi-hadron tau-to-N modes. One-sided branching/phase-space proxy.
Ue,1.125,lower,2.39003838898115e-08,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,-4.144562998608481,-14.139932854778648,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Ue,1.125,upper,0.005972740106309502,False,exclusive_channel_closure_and_weak_cascades,proxy/reweight estimate,0.08664680138066316,0.3261838451632526,True,True,Add 10-40% to D production and 5-20% to B production for unlisted exclusive modes and weak heavy-hadron cascades. Proxy only; overlaps must be removed in a real inclusive bookkeeping audit.
Ue,1.125,lower,2.39003838898115e-08,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,0.0002488051289439852,-0.00024880185187647896,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Ue,1.125,upper,0.005972740106309502,False,flat_ew_kfactor_and_wz_mixture,literature-informed range,-0.8876064290716523,0.7067161649793041,True,True,Scale WZ and prompt-tau yields by 0.85-1.15 around the flat K=1.3 model.
Ue,1.125,lower,2.39003838898115e-08,False,induced_tau_branching_inputs,literature-informed range,0.008612909442606842,-0.008608986622538062,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Ue,1.125,upper,0.005972740106309502,False,induced_tau_branching_inputs,literature-informed range,-2.385536213012074e-10,2.3867574583391615e-10,True,True,Aggregate central-value uncertainty proxy; source correlations absent.
Ue,1.125,lower,2.39003838898115e-08,False,visible_branching_fraction,literature-informed range,5.315899064104546,-4.584754283016778,True,True,Scale all yields by 0.9-1.1.
Ue,1.125,upper,0.005972740106309502,False,visible_branching_fraction,literature-informed range,-0.6789011934257405,0.5589148517932019,True,True,Scale all yields by 0.9-1.1.
